Multiplier: 10
Decision_Tree MLLib: 18 different tests
Iteration,Impurity,Max_Depth,Max_Bins,Sensitivity,Fallout,Specificity,Miss_rate,Test_Error,AUC,Exec_Time
2.10,gini,5,32,200,0.9533,0.0915,0.9085,0.0467,0.0701,0.9301,1.168
3.1,gini,5,64,100,0.9799,0.1407,0.8593,0.0201,0.0775,0.9298,1.063
3.2,gini,5,64,100,0.9916,0.0927,0.9073,0.0084,0.0556,0.9433,0.932
3.3,gini,5,64,100,0.9916,0.0805,0.9195,0.0084,0.0485,0.9502,0.906
3.4,gini,5,64,100,0.9779,0.0877,0.9123,0.0221,0.0586,0.9399,0.921
3.5,gini,5,64,100,0.9714,0.1242,0.8758,0.0286,0.0797,0.9221,0.888
3.6,gini,5,64,100,0.9826,0.1145,0.8855,0.0174,0.0747,0.9213,0.847
3.7,gini,5,64,100,0.9796,0.0843,0.9157,0.0204,0.0543,0.946,0.918
3.8,gini,5,64,100,0.992,0.0838,0.9162,0.008,0.0538,0.94,1.016
3.9,gini,5,64,100,0.9752,0.1,0.9,0.0248,0.0637,0.9379,0.894
3.10,gini,5,64,100,0.9597,0.0909,0.9091,0.0403,0.0669,0.9333,0.879
4.1,gini,5,64,200,0.98,0.1343,0.8657,0.02,0.0739,0.9328,1.271
4.2,gini,5,64,200,0.9835,0.0872,0.9128,0.0165,0.0556,0.9435,1.267
4.3,gini,5,64,200,0.9916,0.0805,0.9195,0.0084,0.0485,0.9502,1.558
4.4,gini,5,64,200,0.9779,0.0877,0.9123,0.0221,0.0586,0.9399,1.309
4.5,gini,5,64,200,0.9783,0.1288,0.8712,0.0217,0.0797,0.9223,1.283
4.6,gini,5,64,200,0.9828,0.1091,0.8909,0.0172,0.0712,0.9251,1.269
4.7,gini,5,64,200,0.9793,0.0952,0.9048,0.0207,0.0607,0.9397,1.417
4.8,gini,5,64,200,0.9762,0.0895,0.9105,0.0238,0.0633,0.9308,1.315
4.9,gini,5,64,200,0.9831,0.1128,0.8872,0.0169,0.0677,0.9344,1.341
4.10,gini,5,64,200,0.9536,0.0859,0.9141,0.0464,0.0669,0.9333,1.294
5.1,gini,5,128,100,0.9801,0.1278,0.8722,0.0199,0.0704,0.9359,1.052
5.2,gini,5,128,100,0.9835,0.0872,0.9128,0.0165,0.0556,0.9435,1.076
5.3,gini,5,128,100,0.9917,0.0743,0.9257,0.0083,0.0448,0.9541,1.143
5.4,gini,5,128,100,0.9854,0.0765,0.9235,0.0146,0.0489,0.9498,1.097
5.5,gini,5,128,100,0.9716,0.1187,0.8812,0.0284,0.0764,0.9253,1.081
5.6,gini,5,128,100,0.9828,0.1091,0.8909,0.0172,0.0712,0.9251,1.253
5.7,gini,5,128,100,0.9863,0.0838,0.9162,0.0137,0.0511,0.9492,1.1
5.8,gini,5,128,100,0.992,0.0838,0.9162,0.008,0.0538,0.94,1.104
5.9,gini,5,128,100,0.9748,0.1136,0.8864,0.0252,0.0717,0.9302,1.147
5.10,gini,5,128,100,0.9662,0.0904,0.9096,0.0338,0.0637,0.9365,1.093
6.1,gini,5,128,200,0.9801,0.1278,0.8722,0.0199,0.0704,0.9359,1.802
6.2,gini,5,128,200,0.9835,0.0872,0.9128,0.0165,0.0556,0.9435,1.712
6.3,gini,5,128,200,0.9916,0.0805,0.9195,0.0084,0.0485,0.9502,1.947
6.4,gini,5,128,200,0.9852,0.0872,0.9128,0.0148,0.0554,0.943,1.682
6.5,gini,5,128,200,0.9643,0.1304,0.8696,0.0357,0.0864,0.9155,1.742
6.6,gini,5,128,200,0.9828,0.1091,0.8909,0.0172,0.0712,0.9251,1.637
6.7,gini,5,128,200,0.9793,0.0952,0.9048,0.0207,0.0607,0.9397,1.718
6.8,gini,5,128,200,0.9841,0.0842,0.9158,0.0159,0.057,0.9372,1.902
6.9,gini,5,128,200,0.9748,0.1136,0.8864,0.0252,0.0717,0.9302,1.903
6.10,gini,5,128,200,0.9533,0.0915,0.9085,0.0467,0.0701,0.9301,1.656
7.1,gini,6,32,100,0.9805,0.1077,0.8923,0.0195,0.0599,0.945,0.914
7.2,gini,6,32,100,0.9836,0.0811,0.9189,0.0164,0.0519,0.9473,0.919
7.3,gini,6,32,100,0.9835,0.0748,0.9252,0.0165,0.0485,0.9504,0.966
7.4,gini,6,32,100,0.9783,0.0769,0.9231,0.0217,0.0521,0.9466,0.855
7.5,gini,6,32,100,0.9714,0.1242,0.8758,0.0286,0.0797,0.9221,0.981
7.6,gini,6,32,100,0.9826,0.1145,0.8855,0.0174,0.0747,0.9213,0.897
7.7,gini,6,32,100,0.9861,0.0947,0.9053,0.0139,0.0575,0.9429,0.907
7.8,gini,6,32,100,0.9841,0.0842,0.9158,0.0159,0.057,0.9372,1.062
7.9,gini,6,32,100,0.975,0.1069,0.8931,0.025,0.0677,0.9341,0.95
