Multiplier: 10
Decision_Tree MLLib: 18 different tests
Iteration,Impurity,Max_Depth,Max_Bins,Sensitivity,Fallout,Specificity,Miss_rate,Test_Error,AUC,Exec_Time
4.8,gini,6,32,0.9563,0.104,0.896,0.0437,0.0682,0.9321,0.667
4.9,gini,6,32,0.974,0.1241,0.8759,0.026,0.0591,0.942,0.567
4.10,gini,6,32,0.9582,0.1317,0.8683,0.0418,0.0767,0.9246,0.602
5.1,gini,6,64,0.9291,0.1156,0.8844,0.0709,0.0873,0.9056,0.643
5.2,gini,6,64,0.9441,0.0764,0.9236,0.0559,0.0628,0.9267,0.639
5.3,gini,6,64,0.95,0.0725,0.9275,0.05,0.0574,0.9326,0.601
5.4,gini,6,64,0.9732,0.0793,0.9207,0.0268,0.0471,0.9535,0.625
5.5,gini,6,64,0.9631,0.0714,0.9286,0.0369,0.0487,0.9458,0.664
5.6,gini,6,64,0.9573,0.1243,0.8757,0.0427,0.0733,0.9263,0.616
5.7,gini,6,64,0.9519,0.1111,0.8889,0.0481,0.07,0.9246,0.627
5.8,gini,6,64,0.9535,0.0778,0.9222,0.0465,0.0588,0.9388,0.608
5.9,gini,6,64,0.9774,0.1357,0.8643,0.0226,0.0616,0.9423,0.484
5.10,gini,6,64,0.9519,0.1062,0.8938,0.0481,0.0698,0.9273,0.674
6.1,gini,6,128,0.9377,0.0833,0.9167,0.0623,0.0698,0.9222,0.747
6.2,gini,6,128,0.9603,0.098,0.902,0.0397,0.0605,0.9364,0.674
6.3,gini,6,128,0.9706,0.0822,0.9178,0.0294,0.0478,0.9501,0.8
6.4,gini,6,128,0.9655,0.0915,0.9085,0.0345,0.0565,0.9434,0.627
6.5,gini,6,128,0.9733,0.1074,0.8926,0.0267,0.056,0.9455,0.685
6.6,gini,6,128,0.9464,0.1471,0.8529,0.0536,0.0889,0.91,0.677
6.7,gini,6,128,0.9481,0.1181,0.8819,0.0519,0.0749,0.9192,0.627
6.8,gini,6,128,0.95,0.0727,0.9273,0.05,0.0588,0.9377,0.684
6.9,gini,6,128,0.9779,0.1037,0.8963,0.0221,0.0493,0.9513,0.588
6.10,gini,6,128,0.952,0.1006,0.8994,0.048,0.0674,0.9291,0.663
7.1,gini,7,32,0.9139,0.0672,0.9328,0.0861,0.0798,0.9045,0.621
7.2,gini,7,32,0.9474,0.0759,0.9241,0.0526,0.0605,0.9301,0.682
7.3,gini,7,32,0.9391,0.1007,0.8993,0.0609,0.0742,0.9148,0.626
7.4,gini,7,32,0.969,0.1018,0.8982,0.031,0.0588,0.9428,0.602
7.5,gini,7,32,0.9696,0.1081,0.8919,0.0304,0.0584,0.9419,0.717
7.6,gini,7,32,0.9534,0.1404,0.8596,0.0466,0.0822,0.918,0.602
7.7,gini,7,32,0.9489,0.0929,0.9071,0.0511,0.0652,0.9265,0.592
7.8,gini,7,32,0.9421,0.0904,0.9096,0.0579,0.0706,0.9259,0.628
7.9,gini,7,32,0.974,0.1241,0.8759,0.026,0.0591,0.942,0.661
7.10,gini,7,32,0.9585,0.1212,0.8788,0.0415,0.0721,0.9282,0.565
8.1,gini,7,64,0.9297,0.1034,0.8966,0.0703,0.0823,0.9095,0.641
8.2,gini,7,64,0.9375,0.0775,0.9225,0.0625,0.0674,0.92,0.623
8.3,gini,7,64,0.9534,0.0719,0.9281,0.0466,0.055,0.9361,0.586
8.4,gini,7,64,0.9658,0.0802,0.9198,0.0342,0.0518,0.9472,0.77
8.5,gini,7,64,0.9628,0.0845,0.9155,0.0372,0.0535,0.9421,0.53
8.6,gini,7,64,0.9505,0.1257,0.8743,0.0495,0.0778,0.92,0.668
8.7,gini,7,64,0.9485,0.1056,0.8944,0.0515,0.07,0.9229,0.643
8.8,gini,7,64,0.9533,0.0833,0.9167,0.0467,0.0612,0.9368,0.694
8.9,gini,7,64,0.9701,0.1377,0.8623,0.0299,0.0665,0.9345,0.655
8.10,gini,7,64,0.959,0.1049,0.8951,0.041,0.0651,0.9337,0.615
9.1,gini,7,128,0.9344,0.0775,0.9225,0.0656,0.0698,0.9208,0.665
9.2,gini,7,128,0.9534,0.0993,0.9007,0.0466,0.0651,0.9297,0.706
9.3,gini,7,128,0.9599,0.0903,0.9097,0.0401,0.0574,0.9377,0.614
9.4,gini,7,128,0.9655,0.0915,0.9085,0.0345,0.0565,0.9434,0.668
9.5,gini,7,128,0.9733,0.1074,0.8926,0.0267,0.056,0.9455,0.674
9.6,gini,7,128,0.9571,0.1294,0.8706,0.0429,0.0756,0.9246,0.68
9.7,gini,7,128,0.9343,0.1214,0.8786,0.0657,0.0845,0.905,0.621
9.8,gini,7,128,0.9392,0.0741,0.9259,0.0608,0.0659,0.9286,0.661
9.9,gini,7,128,0.9779,0.1037,0.8963,0.0221,0.0493,0.9513,0.812
9.10,gini,7,128,0.9412,0.1139,0.8861,0.0588,0.0791,0.9159,0.678
10.1,entropy,5,32,0.9528,0.0748,0.9252,0.0472,0.0574,0.9377,0.608
10.2,entropy,5,32,0.9635,0.109,0.891,0.0365,0.0628,0.9362,0.545
10.3,entropy,5,32,0.97,0.1126,0.8874,0.03,0.0598,0.941,0.595
10.4,entropy,5,32,0.9476,0.0886,0.9114,0.0524,0.0659,0.9295,0.557
10.5,entropy,5,32,0.973,0.125,0.875,0.027,0.0633,0.9399,0.57
10.6,entropy,5,32,0.9817,0.1243,0.8757,0.0183,0.06,0.9464,0.622
10.7,entropy,5,32,0.9767,0.1346,0.8654,0.0233,0.0652,0.9403,0.564
10.8,entropy,5,32,0.9639,0.108,0.892,0.0361,0.0659,0.9362,0.6
10.9,entropy,5,32,0.9639,0.093,0.907,0.0361,0.0542,0.9391,0.555
10.10,entropy,5,32,0.9522,0.0949,0.9051,0.0478,0.0651,0.931,0.583
11.1,entropy,5,64,0.9453,0.0759,0.9241,0.0547,0.0623,0.931,0.622
11.2,entropy,5,64,0.9565,0.1104,0.8896,0.0435,0.0674,0.9295,0.567
11.3,entropy,5,64,0.9631,0.102,0.898,0.0369,0.0598,0.9376,0.586
11.4,entropy,5,64,0.9699,0.0566,0.9434,0.0301,0.04,0.9578,0.592
11.5,entropy,5,64,0.9727,0.1419,0.8581,0.0273,0.0706,0.9344,0.633
11.6,entropy,5,64,0.9712,0.1163,0.8837,0.0288,0.0622,0.9405,0.547
11.7,entropy,5,64,0.9766,0.1456,0.8544,0.0234,0.07,0.9366,0.557
11.8,entropy,5,64,0.9757,0.1011,0.8989,0.0243,0.0565,0.9472,0.544
11.9,entropy,5,64,0.985,0.1214,0.8786,0.015,0.0517,0.9538,0.566
11.10,entropy,5,64,0.9921,0.1348,0.8652,0.0079,0.0605,0.9498,0.56
12.1,entropy,5,128,0.9148,0.0458,0.9542,0.0852,0.0723,0.9104,0.591
12.2,entropy,5,128,0.9493,0.1234,0.8766,0.0507,0.0767,0.9192,0.522
12.3,entropy,5,128,0.9672,0.0764,0.9236,0.0328,0.0478,0.9484,0.618
12.4,entropy,5,128,0.9663,0.057,0.943,0.0337,0.0424,0.9547,0.676
12.5,entropy,5,128,0.973,0.125,0.875,0.027,0.0633,0.9399,0.644
12.6,entropy,5,128,0.9818,0.1143,0.8857,0.0182,0.0556,0.9499,0.602
12.7,entropy,5,128,0.969,0.1474,0.8526,0.031,0.0749,0.9295,0.616
12.8,entropy,5,128,0.9423,0.0848,0.9152,0.0577,0.0682,0.9278,0.592
12.9,entropy,5,128,0.974,0.1241,0.8759,0.026,0.0591,0.942,0.835
12.10,entropy,5,128,0.9485,0.1013,0.8987,0.0515,0.0698,0.9259,0.589
13.1,entropy,6,32,0.9416,0.0764,0.9236,0.0584,0.0648,0.9276,0.63
13.2,entropy,6,32,0.9527,0.1226,0.8774,0.0473,0.0744,0.9226,0.58
13.3,entropy,6,32,0.9669,0.089,0.911,0.0331,0.0526,0.9448,0.655
13.4,entropy,6,32,0.948,0.0769,0.9231,0.052,0.0612,0.9332,0.543
13.5,entropy,6,32,0.9693,0.12,0.88,0.0307,0.0633,0.9382,0.596
13.6,entropy,6,32,0.9476,0.1159,0.8841,0.0524,0.0756,0.9204,0.54
13.7,entropy,6,32,0.9478,0.1301,0.8699,0.0522,0.0797,0.9156,0.66
13.8,entropy,6,32,0.9641,0.0977,0.9023,0.0359,0.0612,0.9401,0.849
13.9,entropy,6,32,0.9704,0.125,0.875,0.0296,0.0616,0.938,0.564
13.10,entropy,6,32,0.9444,0.1187,0.8812,0.0556,0.0791,0.9173,0.671
14.1,entropy,6,64,0.9167,0.0803,0.9197,0.0833,0.0823,0.9039,0.598
14.2,entropy,6,64,0.9498,0.106,0.894,0.0502,0.0698,0.9246,0.606
14.3,entropy,6,64,0.9567,0.078,0.922,0.0433,0.055,0.9378,0.678
14.4,entropy,6,64,0.9772,0.0617,0.9383,0.0228,0.0376,0.9623,0.612
14.5,entropy,6,64,0.9556,0.0922,0.9078,0.0444,0.0608,0.9332,0.724
14.6,entropy,6,64,0.9574,0.119,0.881,0.0426,0.0711,0.928,0.762
14.7,entropy,6,64,0.9585,0.1275,0.8725,0.0415,0.0725,0.9262,0.57
14.8,entropy,6,64,0.9717,0.1067,0.8933,0.0283,0.0612,0.9422,0.586
14.9,entropy,6,64,0.9738,0.1367,0.8633,0.0262,0.064,0.9384,0.515
14.10,entropy,6,64,0.9336,0.1321,0.8679,0.0664,0.0907,0.904,0.587
15.1,entropy,6,128,0.9375,0.0897,0.9103,0.0625,0.0723,0.9203,0.672
15.2,entropy,6,128,0.9706,0.1076,0.8924,0.0294,0.0581,0.9429,0.628
15.3,entropy,6,128,0.96,0.0839,0.9161,0.04,0.055,0.9395,0.744
15.4,entropy,6,128,0.9625,0.0633,0.9367,0.0375,0.0471,0.9496,0.771
15.5,entropy,6,128,0.9524,0.0797,0.9203,0.0476,0.0584,0.9333,0.667
15.6,entropy,6,128,0.9815,0.1341,0.8659,0.0185,0.0644,0.943,0.534
15.7,entropy,6,128,0.9245,0.1176,0.8824,0.0755,0.0894,0.8962,0.716
15.8,entropy,6,128,0.95,0.0727,0.9273,0.05,0.0588,0.9377,0.607
15.9,entropy,6,128,0.9668,0.1259,0.8741,0.0332,0.064,0.9341,0.647
15.10,entropy,6,128,0.9483,0.1069,0.8931,0.0517,0.0721,0.9241,0.649
16.1,entropy,7,32,0.9272,0.0786,0.9214,0.0728,0.0748,0.9141,0.598
16.2,entropy,7,32,0.946,0.1184,0.8816,0.054,0.0767,0.9176,0.608
16.3,entropy,7,32,0.967,0.0828,0.9172,0.033,0.0502,0.9466,0.744
16.4,entropy,7,32,0.9446,0.0714,0.9286,0.0554,0.0612,0.9319,0.616
16.5,entropy,7,32,0.9695,0.1141,0.8859,0.0305,0.0608,0.9401,0.68
16.6,entropy,7,32,0.9474,0.1212,0.8788,0.0526,0.0778,0.9186,0.508
16.7,entropy,7,32,0.9549,0.1284,0.8716,0.0451,0.0749,0.9226,0.653
16.8,entropy,7,32,0.9603,0.0983,0.9017,0.0397,0.0635,0.9371,0.603
16.9,entropy,7,32,0.9502,0.096,0.904,0.0498,0.064,0.9234,0.683
16.10,entropy,7,32,0.9476,0.1288,0.8712,0.0524,0.0814,0.9168,0.709
17.1,entropy,7,64,0.9344,0.0775,0.9225,0.0656,0.0698,0.9208,0.767
17.2,entropy,7,64,0.9534,0.0993,0.9007,0.0466,0.0651,0.9297,0.565
17.3,entropy,7,64,0.9527,0.0979,0.9021,0.0473,0.0646,0.9289,0.685
17.4,entropy,7,64,0.9627,0.0573,0.9427,0.0373,0.0447,0.9515,0.629
17.5,entropy,7,64,0.9551,0.1111,0.8889,0.0449,0.0681,0.9276,0.584
17.6,entropy,7,64,0.9606,0.1287,0.8713,0.0394,0.0733,0.9277,0.602
17.7,entropy,7,64,0.9476,0.1361,0.8639,0.0524,0.0821,0.9137,0.581
17.8,entropy,7,64,0.9569,0.0882,0.9118,0.0431,0.0612,0.9379,0.605
17.9,entropy,7,64,0.97,0.1439,0.8561,0.03,0.069,0.9327,0.615
17.10,entropy,7,64,0.9304,0.1274,0.8726,0.0696,0.0907,0.9026,0.594
18.1,entropy,7,128,0.9382,0.0704,0.9296,0.0618,0.0648,0.9262,0.649
18.2,entropy,7,128,0.9638,0.0974,0.9026,0.0362,0.0581,0.9398,0.696
18.3,entropy,7,128,0.957,0.0647,0.9353,0.043,0.0502,0.9414,0.651
18.4,entropy,7,128,0.9517,0.0705,0.9295,0.0483,0.0565,0.9383,0.959
18.5,entropy,7,128,0.9554,0.0986,0.9014,0.0446,0.0633,0.9313,0.81
18.6,entropy,7,128,0.9745,0.1307,0.8693,0.0255,0.0667,0.9385,0.663
18.7,entropy,7,128,0.9449,0.1127,0.8873,0.0551,0.0749,0.9175,0.638
18.8,entropy,7,128,0.9283,0.0813,0.9187,0.0717,0.0753,0.9177,0.653
18.9,entropy,7,128,0.9668,0.1259,0.8741,0.0332,0.064,0.9341,0.753
18.10,entropy,7,128,0.952,0.1006,0.8994,0.048,0.0674,0.9291,0.591
#############################
Random_Forest MLLib: 36 different tests
Iteration,Impurity,Max_Depth,Max_Bins,Num_Trees,Sensitivity,Fallout,Specificity,Miss_rate,Test_Error,AUC,Exec_Time
1.1,gini,5,32,100,0.9795,0.0892,0.9108,0.0205,0.0474,0.9554,1.15
1.2,gini,5,32,100,0.9926,0.0755,0.9245,0.0074,0.0326,0.9719,0.943
1.3,gini,5,32,100,0.9738,0.106,0.894,0.0262,0.055,0.9464,0.816
1.4,gini,5,32,100,0.992,0.1034,0.8966,0.008,0.0471,0.96,0.772
1.5,gini,5,32,100,0.9807,0.1118,0.8882,0.0193,0.0535,0.9508,0.853
1.6,gini,5,32,100,0.9926,0.1222,0.8778,0.0074,0.0533,0.9558,0.844
1.7,gini,5,32,100,0.9844,0.1274,0.8726,0.0156,0.058,0.9492,0.866
1.8,gini,5,32,100,0.9877,0.0994,0.9006,0.0123,0.0494,0.9562,0.85
1.9,gini,5,32,100,0.9962,0.125,0.875,0.0038,0.0468,0.9638,0.967
1.10,gini,5,32,100,0.9844,0.1214,0.8786,0.0156,0.0581,0.9489,0.874
2.1,gini,5,32,200,0.9796,0.0833,0.9167,0.0204,0.0449,0.9574,1.173
2.2,gini,5,32,200,0.9926,0.0755,0.9245,0.0074,0.0326,0.9719,1.216
2.3,gini,5,32,200,0.9774,0.1053,0.8947,0.0226,0.0526,0.9499,1.159
2.4,gini,5,32,200,0.9921,0.0983,0.9017,0.0079,0.0447,0.9618,1.099
2.5,gini,5,32,200,0.9769,0.1126,0.8874,0.0231,0.056,0.9472,1.171
2.6,gini,5,32,200,0.9925,0.1366,0.8634,0.0075,0.06,0.9506,1.033
2.7,gini,5,32,200,0.9844,0.1329,0.8671,0.0156,0.0604,0.9474,1.156
2.8,gini,5,32,200,0.9837,0.1,0.9,0.0163,0.0518,0.9532,1.365
2.9,gini,5,32,200,0.9962,0.131,0.869,0.0038,0.0493,0.962,1.225
2.10,gini,5,32,200,0.9922,0.1149,0.8851,0.0078,0.0512,0.9571,1.167
3.1,gini,5,64,100,0.9794,0.0949,0.9051,0.0206,0.0499,0.9535,0.91
3.2,gini,5,64,100,0.989,0.0759,0.9241,0.011,0.0349,0.9686,0.952
3.3,gini,5,64,100,0.9775,0.0993,0.9007,0.0225,0.0502,0.9517,0.945
3.4,gini,5,64,100,0.992,0.1034,0.8966,0.008,0.0471,0.96,0.877
3.5,gini,5,64,100,0.9732,0.1133,0.8867,0.0268,0.0584,0.9436,0.926
3.6,gini,5,64,100,0.9888,0.1374,0.8626,0.0112,0.0622,0.9475,0.918
3.7,gini,5,64,100,0.9844,0.1274,0.8726,0.0156,0.058,0.9492,0.891
3.8,gini,5,64,100,0.9837,0.1,0.9,0.0163,0.0518,0.9532,0.915
3.9,gini,5,64,100,0.9962,0.131,0.869,0.0038,0.0493,0.962,1.059
3.10,gini,5,64,100,0.9883,0.1207,0.8793,0.0117,0.0558,0.9521,0.906
4.1,gini,5,64,200,0.9795,0.0892,0.9108,0.0205,0.0474,0.9554,1.276
4.2,gini,5,64,200,0.989,0.0759,0.9241,0.011,0.0349,0.9686,1.375
4.3,gini,5,64,200,0.9775,0.0993,0.9007,0.0225,0.0502,0.9517,1.34
4.4,gini,5,64,200,0.9921,0.0983,0.9017,0.0079,0.0447,0.9618,1.325
4.5,gini,5,64,200,0.9733,0.1074,0.8926,0.0267,0.056,0.9455,1.314
4.6,gini,5,64,200,0.9889,0.1278,0.8722,0.0111,0.0578,0.951,1.435
4.7,gini,5,64,200,0.9845,0.1218,0.8782,0.0155,0.0556,0.951,1.329
4.8,gini,5,64,200,0.9877,0.0994,0.9006,0.0123,0.0494,0.9562,1.361
4.9,gini,5,64,200,0.9962,0.125,0.875,0.0038,0.0468,0.9638,1.362
4.10,gini,5,64,200,0.9844,0.1264,0.8736,0.0156,0.0605,0.947,1.313
5.1,gini,5,128,100,0.9798,0.0714,0.9286,0.0202,0.0399,0.9614,1.105
5.2,gini,5,128,100,0.989,0.0759,0.9241,0.011,0.0349,0.9686,1.165
5.3,gini,5,128,100,0.974,0.094,0.906,0.026,0.0502,0.95,1.157
5.4,gini,5,128,100,0.996,0.113,0.887,0.004,0.0494,0.9594,1.27
5.5,gini,5,128,100,0.9769,0.1126,0.8874,0.0231,0.056,0.9472,1.157
5.6,gini,5,128,100,0.9889,0.1278,0.8722,0.0111,0.0578,0.951,1.128
5.7,gini,5,128,100,0.9883,0.121,0.879,0.0117,0.0531,0.9546,1.103
5.8,gini,5,128,100,0.9878,0.0944,0.9056,0.0122,0.0471,0.9581,1.137
5.9,gini,5,128,100,0.9962,0.1189,0.8811,0.0038,0.0443,0.9656,1.246
5.10,gini,5,128,100,0.9844,0.1214,0.8786,0.0156,0.0581,0.9489,1.14
6.1,gini,5,128,200,0.9795,0.0892,0.9108,0.0205,0.0474,0.9554,1.816
6.2,gini,5,128,200,0.989,0.0759,0.9241,0.011,0.0349,0.9686,2.022
6.3,gini,5,128,200,0.9738,0.106,0.894,0.0262,0.055,0.9464,1.769
6.4,gini,5,128,200,0.992,0.1034,0.8966,0.008,0.0471,0.96,1.821
6.5,gini,5,128,200,0.9733,0.1074,0.8926,0.0267,0.056,0.9455,1.769
6.6,gini,5,128,200,0.9889,0.1278,0.8722,0.0111,0.0578,0.951,1.778
6.7,gini,5,128,200,0.9846,0.1104,0.8896,0.0154,0.0507,0.9547,1.753
6.8,gini,5,128,200,0.9797,0.1006,0.8994,0.0203,0.0541,0.9502,2.022
6.9,gini,5,128,200,0.9962,0.1189,0.8811,0.0038,0.0443,0.9656,1.719
6.10,gini,5,128,200,0.9768,0.1228,0.8772,0.0232,0.0628,0.9424,1.848
7.1,gini,6,32,100,0.9796,0.0833,0.9167,0.0204,0.0449,0.9574,0.894
7.2,gini,6,32,100,0.9926,0.0755,0.9245,0.0074,0.0326,0.9719,1.115
7.3,gini,6,32,100,0.9739,0.1,0.9,0.0261,0.0526,0.9482,1.009
7.4,gini,6,32,100,0.9881,0.104,0.896,0.0119,0.0494,0.9568,1.058
7.5,gini,6,32,100,0.9807,0.1118,0.8882,0.0193,0.0535,0.9508,0.986
7.6,gini,6,32,100,0.9889,0.1278,0.8722,0.0111,0.0578,0.951,0.923
7.7,gini,6,32,100,0.9844,0.1274,0.8726,0.0156,0.058,0.9492,0.887
7.8,gini,6,32,100,0.9798,0.0955,0.9045,0.0202,0.0518,0.9521,0.946
7.9,gini,6,32,100,0.9925,0.1135,0.8865,0.0075,0.0443,0.9635,0.889
7.10,gini,6,32,100,0.9844,0.1264,0.8736,0.0156,0.0605,0.947,0.871
8.1,gini,6,32,200,0.9797,0.0774,0.9226,0.0203,0.0424,0.9594,1.366
8.2,gini,6,32,200,0.9926,0.0755,0.9245,0.0074,0.0326,0.9719,1.586
8.3,gini,6,32,200,0.9774,0.1053,0.8947,0.0226,0.0526,0.9499,1.464
8.4,gini,6,32,200,0.992,0.1034,0.8966,0.008,0.0471,0.96,1.362
8.5,gini,6,32,200,0.9769,0.1126,0.8874,0.0231,0.056,0.9472,1.367
8.6,gini,6,32,200,0.9925,0.1319,0.8681,0.0075,0.0578,0.9524,1.313
8.7,gini,6,32,200,0.9883,0.1266,0.8734,0.0117,0.0556,0.9527,1.38
8.8,gini,6,32,200,0.9797,0.1006,0.8994,0.0203,0.0541,0.9502,1.364
8.9,gini,6,32,200,0.9962,0.125,0.875,0.0038,0.0468,0.9638,1.332
8.10,gini,6,32,200,0.9884,0.1053,0.8947,0.0116,0.0488,0.9575,1.394
9.1,gini,6,64,100,0.9798,0.0714,0.9286,0.0202,0.0399,0.9614,1.079
9.2,gini,6,64,100,0.9926,0.0755,0.9245,0.0074,0.0326,0.9719,1.135
9.3,gini,6,64,100,0.9739,0.1,0.9,0.0261,0.0526,0.9482,1.075
9.4,gini,6,64,100,0.9921,0.0983,0.9017,0.0079,0.0447,0.9618,1.035
9.5,gini,6,64,100,0.9735,0.0952,0.9048,0.0265,0.0511,0.9492,1.158
9.6,gini,6,64,100,0.9925,0.1319,0.8681,0.0075,0.0578,0.9524,1.082
9.7,gini,6,64,100,0.9846,0.1104,0.8896,0.0154,0.0507,0.9547,1.177
9.8,gini,6,64,100,0.9837,0.095,0.905,0.0163,0.0494,0.9551,1.037
9.9,gini,6,64,100,0.9962,0.131,0.869,0.0038,0.0493,0.962,1.091
9.10,gini,6,64,100,0.9805,0.1322,0.8678,0.0195,0.0651,0.942,1.039
10.1,gini,6,64,200,0.9797,0.0774,0.9226,0.0203,0.0424,0.9594,1.629
10.2,gini,6,64,200,0.9926,0.0755,0.9245,0.0074,0.0326,0.9719,1.706
10.3,gini,6,64,200,0.974,0.094,0.906,0.026,0.0502,0.95,1.725
10.4,gini,6,64,200,0.9921,0.0983,0.9017,0.0079,0.0447,0.9618,1.631
10.5,gini,6,64,200,0.9734,0.1014,0.8986,0.0266,0.0535,0.9473,1.735
10.6,gini,6,64,200,0.9888,0.1326,0.8674,0.0112,0.06,0.9492,1.586
10.7,gini,6,64,200,0.9846,0.1161,0.8839,0.0154,0.0531,0.9528,1.62
10.8,gini,6,64,200,0.9837,0.1,0.9,0.0163,0.0518,0.9532,1.712
10.9,gini,6,64,200,0.9962,0.125,0.875,0.0038,0.0468,0.9638,1.688
10.10,gini,6,64,200,0.9807,0.117,0.883,0.0193,0.0581,0.9475,1.6
11.1,gini,6,128,100,0.9796,0.0833,0.9167,0.0204,0.0449,0.9574,1.353
11.2,gini,6,128,100,0.9926,0.0755,0.9245,0.0074,0.0326,0.9719,1.389
11.3,gini,6,128,100,0.9737,0.1118,0.8882,0.0263,0.0574,0.9446,1.534
11.4,gini,6,128,100,0.988,0.1092,0.8908,0.012,0.0518,0.9549,1.33
11.5,gini,6,128,100,0.9733,0.1074,0.8926,0.0267,0.056,0.9455,1.51
11.6,gini,6,128,100,0.9851,0.1381,0.8619,0.0149,0.0644,0.9444,1.341
11.7,gini,6,128,100,0.9844,0.1274,0.8726,0.0156,0.058,0.9492,1.25
11.8,gini,6,128,100,0.9798,0.0955,0.9045,0.0202,0.0518,0.9521,1.365
11.9,gini,6,128,100,0.9924,0.1197,0.8803,0.0076,0.0468,0.9617,1.361
11.10,gini,6,128,100,0.9807,0.117,0.883,0.0193,0.0581,0.9475,1.363
12.1,gini,6,128,200,0.9796,0.0833,0.9167,0.0204,0.0449,0.9574,2.077
12.2,gini,6,128,200,0.989,0.0759,0.9241,0.011,0.0349,0.9686,2.437
12.3,gini,6,128,200,0.9739,0.1,0.9,0.0261,0.0526,0.9482,2.149
12.4,gini,6,128,200,0.9921,0.0983,0.9017,0.0079,0.0447,0.9618,2.222
12.5,gini,6,128,200,0.9733,0.1074,0.8926,0.0267,0.056,0.9455,2.201
12.6,gini,6,128,200,0.9888,0.1374,0.8626,0.0112,0.0622,0.9475,2.196
12.7,gini,6,128,200,0.9846,0.1104,0.8896,0.0154,0.0507,0.9547,2.194
12.8,gini,6,128,200,0.9837,0.095,0.905,0.0163,0.0494,0.9551,2.171
12.9,gini,6,128,200,0.9962,0.1127,0.8873,0.0038,0.0419,0.9674,2.156
12.10,gini,6,128,200,0.9732,0.1183,0.8817,0.0268,0.0628,0.9411,2.206
13.1,gini,7,32,100,0.9797,0.0774,0.9226,0.0203,0.0424,0.9594,1.154
13.2,gini,7,32,100,0.9889,0.0818,0.9182,0.0111,0.0372,0.9668,1.082
